,raceId,year,round,circuitId,name_x,date,resultId,driverId,constructorId,position,points,laps,rank,fastestLapTime,fastestLapSpeed,driverRef,number_y,code,forename,surname,nationality,name_y,location_x,country_x,lat_x,lng_x,circuitRef,name,location_y,country_y,lat_y,lng_y,alt,url
310,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,24922,825,210,17,0.0,56,18,1:35.241,204.567,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
311,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,24940,825,210,15,0.0,87,16,0:57.516,221.760,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
312,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,24924,840,211,\N,0.0,2,0,\N,\N,stroll,18,STR,Lance,Stroll,Canadian,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
313,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,24928,840,211,3,15.0,87,14,0:57.388,222.255,stroll,18,STR,Lance,Stroll,Canadian,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
314,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,24912,817,4,7,6.0,57,2,1:32.827,209.887,ricciardo,3,RIC,Daniel,Ricciardo,Australian,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
315,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,24930,817,4,5,10.0,87,6,0:56.979,223.850,ricciardo,3,RIC,Daniel,Ricciardo,Australian,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
316,1045,2020,15,3,Bahrain Grand Prix,2020-11-29,24907,830,9,2,19.0,57,1,1:32.014,211.741,max_verstappen,33,VER,Max,Verstappen,Dutch,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
317,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,24944,830,9,\N,0.0,0,0,\N,\N,max_verstappen,33,VER,Max,Verstappen,Dutch,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
318,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,24941,851,3,16,0.0,87,15,0:57.392,222.240,aitken,89,AIT,Jack,Aitken,British,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
319,1046,2020,16,3,Sakhir Grand Prix,2020-12-06,24942,850,210,17,0.0,87,17,0:57.742,220.892,pietro_fittipaldi,51,FIT,Pietro,Fittipaldi,Brazilian,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,\N,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
320,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24947,822,131,2,18.0,55,3,1:41.131,197.707,bottas,77,BOT,Valtteri,Bottas,Finnish,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
321,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24958,844,6,13,0.0,54,10,1:41.908,196.200,leclerc,16,LEC,Charles,Leclerc,Monegasque,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
322,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24950,846,1,5,10.0,55,12,1:41.964,196.092,norris,4,NOR,Lando,Norris,British,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
323,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24948,1,131,3,15.0,55,5,1:41.420,197.144,hamilton,44,HAM,Lewis,Hamilton,British,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
324,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24951,832,1,6,8.0,55,11,1:41.947,196.125,sainz,55,SAI,Carlos,Sainz,Spanish,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
325,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24965,815,211,\N,0.0,8,19,1:43.263,193.625,perez,11,PER,Sergio,Pérez,Mexican,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
326,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24953,842,213,8,4.0,55,15,1:42.474,195.116,gasly,10,GAS,Pierre,Gasly,French,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
327,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24954,839,4,9,2.0,55,18,1:42.894,194.320,ocon,31,OCO,Esteban,Ocon,French,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
328,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24961,841,51,16,0.0,54,7,1:41.675,196.650,giovinazzi,99,GIO,Antonio,Giovinazzi,Italian,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
329,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24959,20,6,14,0.0,54,6,1:41.475,197.037,vettel,5,VET,Sebastian,Vettel,German,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
330,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24962,849,3,17,0.0,54,16,1:42.497,195.073,latifi,6,LAT,Nicholas,Latifi,Canadian,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
331,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24956,826,213,11,0.0,54,17,1:42.704,194.679,kvyat,26,KVY,Daniil,Kvyat,Russian,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
332,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24949,848,9,4,12.0,55,4,1:41.227,197.520,albon,23,ALB,Alexander,Albon,Thai,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
333,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24957,8,51,12,0.0,54,14,1:42.148,195.739,raikkonen,7,RAI,Kimi,Räikkönen,Finnish,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
334,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24960,847,3,15,0.0,54,20,1:43.328,193.504,russell,63,RUS,George,Russell,British,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
335,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24963,825,210,18,0.0,54,13,1:41.999,196.025,kevin_magnussen,20,MAG,Kevin,Magnussen,Danish,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
336,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24955,840,211,10,1.0,55,9,1:41.866,196.281,stroll,18,STR,Lance,Stroll,Canadian,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
337,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24952,817,4,7,7.0,55,1,1:40.926,198.109,ricciardo,3,RIC,Daniel,Ricciardo,Australian,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
338,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24946,830,9,1,25.0,55,2,1:40.958,198.046,max_verstappen,33,VER,Max,Verstappen,Dutch,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
339,1047,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,24964,850,210,19,0.0,53,8,1:41.707,196.588,pietro_fittipaldi,51,FIT,Pietro,Fittipaldi,Brazilian,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,\N,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
